Filename,Component 1,Component 2
lbp_P123_R_CM_CC.jpg,31.385132,14.211507
lbp_P123_R_CM_MLO.jpg,36.27085,10.383284
lbp_P124_L_CM_CC.jpg,31.945423,12.648379
lbp_P124_L_CM_MLO.jpg,-15.922266,-18.26838
lbp_P124_R_CM_CC.jpg,-3.3226757,5.195425
lbp_P124_R_CM_MLO.jpg,10.946162,21.844395
lbp_P125_L_CM_CC.jpg,13.347009,-25.124771
lbp_P125_L_CM_MLO.jpg,-5.812272,16.961826
lbp_P125_R_CM_CC.jpg,-5.854963,-20.810686
lbp_P125_R_CM_MLO.jpg,34.25412,7.0500083
lbp_P126_L_CM_CC.jpg,-24.46391,-3.220937
lbp_P126_L_CM_MLO.jpg,25.82546,21.838999
lbp_P126_R_CM_CC.jpg,-4.6639557,2.3197572
lbp_P126_R_CM_MLO.jpg,-2.7277098,19.142057
lbp_P127_L_CM_MLO.jpg,21.060095,20.684286
lbp_P128_L_CM_CC.jpg,34.308887,9.045556
lbp_P128_L_CM_MLO.jpg,12.501754,-27.528994
lbp_P128_R_CM_CC.jpg,18.950066,-7.788196
lbp_P128_R_CM_MLO.jpg,3.818749,28.678158
lbp_P129_L_CM_CC.jpg,-1.8464462,1.663613
lbp_P129_L_CM_MLO.jpg,29.596153,13.207757
lbp_P129_R_CM_CC.jpg,0.93593585,8.976574
lbp_P129_R_CM_MLO.jpg,-7.2865896,-15.19247
lbp_P12_L_CM_CC.jpg,-8.767745,-15.559107
lbp_P12_L_CM_MLO.jpg,7.368261,-0.29502967
lbp_P12_R_CM_CC.jpg,22.855125,14.893152
lbp_P12_R_CM_MLO.jpg,10.001902,-0.19333006
lbp_P130_L_CM_CC.jpg,3.0229886,17.43439
lbp_P131_L_CM_MLO.jpg,1.6324824,-7.5467653
lbp_P132_L_CM_CC.jpg,-18.936323,-17.800472
lbp_P132_L_CM_MLO.jpg,27.304106,13.091461
lbp_P132_R_CM_CC.jpg,-19.77508,-15.02473
lbp_P132_R_CM_MLO.jpg,8.941478,-24.242765
lbp_P133_R_CM_CC.jpg,1.9078563,14.867357
lbp_P134_R_CM_MLO.jpg,-9.52482,-13.861921
lbp_P135_L_CM_MLO.jpg,-2.3152723,3.675451
lbp_P136_L_CM_MLO.jpg,-4.564866,14.074119
lbp_P136_R_CM_CC.jpg,27.344517,8.62488
lbp_P136_R_CM_MLO.jpg,2.7398694,8.004909
lbp_P137_L_CM_MLO.jpg,30.011454,3.5535269
lbp_P138_L_CM_CC.jpg,8.951476,12.600098
lbp_P138_L_CM_MLO.jpg,9.842778,-21.428024
lbp_P138_R_CM_CC.jpg,11.078057,20.303085
lbp_P138_R_CM_MLO.jpg,0.4665575,18.319376
lbp_P139_R_CM_CC.jpg,12.922398,18.144785
lbp_P139_R_CM_MLO.jpg,11.12614,28.16876
lbp_P13_R_CM_CC.jpg,18.245813,-19.523567
lbp_P140_L_CM_CC.jpg,20.836193,16.285099
lbp_P140_L_CM_MLO.jpg,14.827899,18.580112
lbp_P140_R_CM_CC.jpg,6.7931643,12.524902
lbp_P140_R_CM_MLO.jpg,12.81532,0.26826903
lbp_P141_L_CM_CC.jpg,20.103434,-22.658218
lbp_P141_L_CM_MLO.jpg,0.63777804,3.768745
lbp_P141_R_CM_CC.jpg,-7.4296803,-8.87295
lbp_P141_R_CM_MLO.jpg,-11.497119,3.2227538
lbp_P142_R_CM_CC.jpg,-58.738987,1.6504028
lbp_P142_R_CM_MLO.jpg,-56.6954,3.7744043
lbp_P143_L_CM_CC.jpg,-4.3003645,-8.775612
lbp_P143_L_CM_MLO.jpg,-4.8237443,16.186466
lbp_P143_R_CM_CC.jpg,-4.7008734,21.095783
lbp_P143_R_CM_MLO.jpg,0.19668312,5.9033613
lbp_P144_L_CM_CC.jpg,-19.916609,-3.9359255
lbp_P144_L_CM_MLO.jpg,-0.42867002,-23.161806
lbp_P144_R_CM_CC.jpg,35.686733,12.598631
lbp_P144_R_CM_MLO.jpg,-14.012392,19.041784
lbp_P145_L_CM_CC.jpg,24.575575,15.241299
lbp_P145_L_CM_MLO.jpg,-12.1974945,-9.782548
lbp_P145_R_CM_CC.jpg,-11.214388,10.214139
lbp_P145_R_CM_MLO.jpg,22.103859,1.2068361
lbp_P146_L_CM_CC.jpg,-16.76218,8.510559
lbp_P146_L_CM_MLO.jpg,23.814598,21.098425
lbp_P146_R_CM_CC.jpg,25.617653,13.404204
lbp_P146_R_CM_MLO.jpg,-14.676557,6.578347
lbp_P147_R_CM_CC.jpg,7.9342217,-1.4401674
lbp_P147_R_CM_MLO.jpg,8.982962,2.0829186
lbp_P148_L_CM_CC.jpg,8.076097,-4.9850807
lbp_P148_L_CM_MLO.jpg,2.8622363,12.368506
lbp_P148_R_CM_CC.jpg,5.500542,-1.5796385
lbp_P148_R_CM_MLO.jpg,2.0331798,-4.0321355
lbp_P149_L_CM_CC.jpg,18.621279,20.138817
lbp_P149_L_CM_MLO.jpg,3.390833,19.31339
lbp_P149_R_CM_CC.jpg,13.788044,6.3817973
lbp_P149_R_CM_MLO.jpg,-7.6026196,-17.481777
lbp_P14_L_CM_CC.jpg,-60.41703,2.4836214
lbp_P14_L_CM_MLO.jpg,-59.333282,2.9895017
lbp_P14_R_CM_CC.jpg,-64.59683,3.0322547
lbp_P14_R_CM_MLO.jpg,-64.933334,4.2882085
lbp_P150_L_CM_CC.jpg,15.121236,24.603292
lbp_P150_L_CM_MLO.jpg,-6.4511733,10.923101
lbp_P150_R_CM_CC.jpg,-18.727232,-10.79403
lbp_P150_R_CM_MLO.jpg,21.204327,-22.711752
lbp_P151_L_CM_CC.jpg,-63.06842,5.614365
lbp_P152_L_CM_CC.jpg,-12.939983,-24.209925
lbp_P152_L_CM_MLO.jpg,5.83418,-25.21145
lbp_P152_R_CM_CC.jpg,21.213802,10.78391
lbp_P153_L_CM_CC.jpg,-3.9561708,17.728987
lbp_P153_L_CM_MLO.jpg,-10.332786,-11.802637
lbp_P153_R_CM_MLO.jpg,12.399291,18.94516
lbp_P154_L_CM_CC.jpg,21.43105,17.148935
lbp_P154_L_CM_MLO.jpg,4.5246124,-16.052708
lbp_P154_R_CM_CC.jpg,8.887851,-14.369215
lbp_P154_R_CM_MLO.jpg,20.45088,20.780369
lbp_P155_L_CM_CC.jpg,22.247992,-6.933503
lbp_P155_L_CM_MLO.jpg,-16.492212,14.559248
lbp_P155_R_CM_CC.jpg,-0.61831135,-30.706856
lbp_P155_R_CM_MLO.jpg,26.809555,0.07125007
lbp_P156_L_CM_CC.jpg,-59.1517,-3.5043979
lbp_P156_L_CM_MLO.jpg,-55.52343,3.2633634
lbp_P156_R_CM_CC.jpg,-65.19965,0.23357779
lbp_P156_R_CM_MLO.jpg,-65.51626,0.8708478
lbp_P157_R_CM_CC.jpg,15.672495,-21.738619
lbp_P158_L_CM_MLO.jpg,-26.162258,-8.666903
lbp_P159_L_CM_CC.jpg,24.709148,19.32903
lbp_P15_L_CM_MLO.jpg,9.913849,-8.600159
lbp_P15_R_CM_MLO.jpg,9.609048,-3.3631825
lbp_P160_L_CM_CC.jpg,24.000832,18.112223
lbp_P160_R_CM_CC.jpg,11.552478,9.851757
lbp_P161_L_CM_CC.jpg,-9.80359,-15.442207
lbp_P161_L_CM_MLO.jpg,22.252367,23.566628
lbp_P161_R_CM_CC.jpg,-5.686481,-13.906497
lbp_P161_R_CM_MLO.jpg,-7.4222436,23.484928
lbp_P162_L_CM_CC.jpg,34.077442,0.5871644
lbp_P162_L_CM_MLO.jpg,28.901945,14.522606
lbp_P162_R_CM_CC.jpg,-7.7091055,17.115047
lbp_P162_R_CM_MLO.jpg,-9.432731,0.050084993
lbp_P163_R_CM_CC.jpg,4.642521,-13.37192
lbp_P164_L_CM_CC.jpg,-22.726425,10.338717
lbp_P165_L_CM_CC.jpg,-59.71774,-2.5491416
lbp_P165_L_CM_MLO.jpg,-60.81468,1.3858926
lbp_P165_R_CM_CC.jpg,-60.07926,0.43148115
lbp_P165_R_CM_MLO.jpg,-62.08883,1.6416506
lbp_P166_L_CM_CC.jpg,10.482344,23.632738
lbp_P167_L_CM_MLO.jpg,17.229317,12.475586
lbp_P168_L_CM_MLO.jpg,29.403883,1.6599385
lbp_P169_L_CM_CC.jpg,-16.161469,-5.132814
lbp_P169_L_CM_MLO.jpg,-22.148762,-11.203781
lbp_P169_R_CM_CC.jpg,-1.8899761,14.78198
lbp_P16_L_CM_CC.jpg,-6.861712,14.966585
lbp_P16_L_CM_MLO.jpg,-19.785715,8.652062
lbp_P16_R_CM_CC.jpg,10.189838,16.716742
lbp_P16_R_CM_MLO.jpg,32.221603,12.71055
lbp_P170_L_CM_CC.jpg,7.413383,-8.052467
lbp_P170_L_CM_MLO.jpg,5.694994,28.301935
lbp_P170_R_CM_CC.jpg,36.203793,0.9477591
lbp_P170_R_CM_MLO.jpg,29.020798,16.44275
lbp_P171_L_CM_MLO.jpg,-24.076359,-4.7528768
lbp_P172_L_CM_CC.jpg,-61.05594,4.9597926
lbp_P172_L_CM_MLO.jpg,-58.092113,1.7929887
lbp_P172_R_CM_CC.jpg,-65.93125,2.9441676
lbp_P172_R_CM_MLO.jpg,-64.28125,-0.7224342
lbp_P173_L_CM_CC.jpg,-19.461586,-1.9643193
lbp_P173_L_CM_MLO.jpg,-4.560456,21.433073
lbp_P173_R_CM_CC.jpg,23.075659,-4.9949827
lbp_P173_R_CM_MLO.jpg,12.187551,-27.234621
lbp_P174_L_CM_CC.jpg,-5.0120015,-16.162663
lbp_P174_L_CM_MLO.jpg,1.4278903,17.661755
lbp_P174_R_CM_CC.jpg,3.0897663,17.129799
lbp_P174_R_CM_MLO.jpg,1.4608824,-0.653939
lbp_P175_R_CM_CC.jpg,-2.9960835,-2.3840508
lbp_P175_R_CM_MLO.jpg,-3.4234803,6.6592507
lbp_P176_L_CM_CC.jpg,-2.8765478,12.687148
lbp_P176_L_CM_MLO.jpg,-22.023888,-5.1898246
lbp_P176_R_CM_CC.jpg,-16.370071,-9.771091
lbp_P176_R_CM_MLO.jpg,10.249844,-14.896189
lbp_P177_L_CM_CC.jpg,31.655378,6.432731
lbp_P177_L_CM_MLO.jpg,7.672966,-15.15614
lbp_P177_R_CM_CC.jpg,-7.8448534,-3.4580662
lbp_P177_R_CM_MLO.jpg,21.857252,26.03546
lbp_P178_R_CM_MLO.jpg,6.444481,4.3826246
lbp_P179_L_CM_CC.jpg,-12.999166,24.565601
lbp_P179_L_CM_MLO.jpg,12.503258,5.871669
lbp_P17_R_CM_MLO.jpg,22.199503,9.025967
lbp_P180_L_CM_CC.jpg,-14.613182,2.912747
lbp_P180_L_CM_MLO.jpg,6.506449,27.544844
lbp_P180_R_CM_CC.jpg,16.777107,23.039997
lbp_P180_R_CM_MLO.jpg,-9.70906,6.547754
lbp_P181_L_CM_CC.jpg,-9.999867,4.384468
lbp_P181_L_CM_MLO.jpg,10.276322,9.444621
lbp_P181_R_CM_CC.jpg,3.596943,22.565132
lbp_P181_R_CM_MLO.jpg,21.128016,-14.83698
lbp_P182_R_CM_MLO.jpg,18.140804,21.166126
lbp_P183_L_CM_CC.jpg,-7.355612,17.393778
lbp_P183_L_CM_MLO.jpg,14.879139,15.116038
lbp_P183_R_CM_CC.jpg,-20.384798,-9.581009
lbp_P183_R_CM_MLO.jpg,12.51668,24.175896
lbp_P184_L_CM_CC.jpg,18.207474,-25.65765
lbp_P184_L_CM_MLO.jpg,-58.27794,5.737952
lbp_P184_R_CM_CC.jpg,-14.259697,-21.28612
lbp_P184_R_CM_MLO.jpg,-6.869969,-3.114694
lbp_P185_L_CM_CC.jpg,-60.54986,-1.9028428
lbp_P185_L_CM_MLO.jpg,-64.29178,4.3789177
lbp_P185_R_CM_CC.jpg,-61.029213,2.8726041
lbp_P185_R_CM_MLO.jpg,-62.615917,1.929208
lbp_P186_L_CM_CC.jpg,5.0856986,-1.6466007
lbp_P186_L_CM_MLO.jpg,35.008526,5.965283
lbp_P186_R_CM_CC.jpg,18.239798,3.3915997
lbp_P187_L_CM_CC.jpg,-2.0500288,-26.444368
lbp_P187_R_CM_CC.jpg,-16.905724,-19.366302
lbp_P188_L_CM_CC.jpg,-62.67484,3.0894501
lbp_P188_L_CM_MLO.jpg,-57.867325,3.2062452
lbp_P188_R_CM_CC.jpg,-62.502533,4.272926
lbp_P188_R_CM_MLO.jpg,-59.881954,-3.4691083
lbp_P189_L_CM_CC.jpg,23.464314,14.233467
lbp_P189_R_CM_MLO.jpg,-27.710186,4.5106993
lbp_P18_L_CM_CC.jpg,11.1599865,22.225058
lbp_P18_L_CM_MLO.jpg,13.452843,-1.4210807
lbp_P18_R_CM_CC.jpg,12.081309,12.504823
lbp_P18_R_CM_MLO.jpg,-15.556165,-6.5817184
lbp_P190_L_CM_CC.jpg,22.200827,11.654333
lbp_P190_L_CM_MLO.jpg,-26.217289,4.1129503
lbp_P190_R_CM_MLO.jpg,5.036849,-8.296901
lbp_P191_L_CM_CC.jpg,-6.6564817,-16.350796
lbp_P191_L_CM_MLO.jpg,6.979458,-17.13779
lbp_P191_R_CM_CC.jpg,10.507947,-3.5401797
lbp_P191_R_CM_MLO.jpg,-7.086365,14.20436
lbp_P192_L_CM_CC.jpg,11.544129,-20.049076
lbp_P192_L_CM_MLO.jpg,12.797336,-16.456678
lbp_P192_R_CM_CC.jpg,21.49458,-7.6247826
lbp_P192_R_CM_MLO.jpg,-11.674531,-23.68553
lbp_P193_L_CM_MLO.jpg,10.666442,2.5548563
lbp_P194_L_CM_CC.jpg,18.447323,13.963232
lbp_P194_L_CM_MLO.jpg,-22.952173,-4.414754
lbp_P194_R_CM_CC.jpg,-21.891771,4.041432
lbp_P194_R_CM_MLO.jpg,4.042674,18.443396
lbp_P195_L_CM_CC.jpg,-8.731179,13.930038
lbp_P195_L_CM_MLO.jpg,-58.285748,6.502511
lbp_P195_R_CM_CC.jpg,2.3280077,6.241168
lbp_P195_R_CM_MLO.jpg,-21.318836,11.256776
lbp_P196_L_CM_CC.jpg,-17.132284,-13.3020315
lbp_P196_L_CM_MLO.jpg,-5.0766773,2.8893535
lbp_P196_R_CM_MLO.jpg,-0.69665366,12.375294
lbp_P197_L_CM_CC.jpg,0.18638586,-3.137845
lbp_P197_L_CM_MLO.jpg,9.73766,2.6625245
lbp_P197_R_CM_CC.jpg,-19.388779,-21.5055
lbp_P197_R_CM_MLO.jpg,-3.316968,5.588157
lbp_P198_L_CM_CC.jpg,30.746485,15.259547
lbp_P198_L_CM_MLO.jpg,-10.664645,15.741149
lbp_P199_R_CM_CC.jpg,16.218489,-19.919374
lbp_P19_L_CM_CC.jpg,23.77658,21.225266
lbp_P19_L_CM_MLO.jpg,1.5427412,12.532435
lbp_P19_R_CM_MLO.jpg,7.4786806,3.7915945
lbp_P1_L_CM_MLO.jpg,-1.9901106,9.586041
lbp_P200_L_CM_CC.jpg,-14.551457,6.1873507
lbp_P200_L_CM_MLO.jpg,19.46469,-13.383985
lbp_P200_R_CM_CC.jpg,11.731898,27.34666
lbp_P200_R_CM_MLO.jpg,-12.566015,11.066428
lbp_P201_R_CM_MLO.jpg,-11.241444,9.809807
lbp_P202_L_CM_CC.jpg,-6.10189,12.4315605
lbp_P202_L_CM_MLO.jpg,30.66082,9.678084
lbp_P202_R_CM_CC.jpg,6.16356,-6.310945
lbp_P202_R_CM_MLO.jpg,9.687488,2.5308242
lbp_P203_R_CM_CC.jpg,25.16097,2.0463517
lbp_P203_R_CM_MLO.jpg,-6.5312843,15.531598
lbp_P204_L_CM_CC.jpg,33.770473,4.1321173
lbp_P205_L_CM_MLO.jpg,-11.31116,26.295183
lbp_P206_L_CM_CC.jpg,-12.3921995,4.0633316
lbp_P206_L_CM_MLO.jpg,-11.323295,24.43747
lbp_P206_R_CM_CC.jpg,-10.761399,2.340605
lbp_P206_R_CM_MLO.jpg,7.119092,1.394345
lbp_P207_L_CM_CC.jpg,-7.295077,20.327791
lbp_P207_L_CM_MLO.jpg,-13.392918,24.652065
lbp_P207_R_CM_CC.jpg,-23.52571,-9.352871
lbp_P207_R_CM_MLO.jpg,33.385868,2.2834668
lbp_P208_R_CM_CC.jpg,25.547586,3.653904
lbp_P208_R_CM_MLO.jpg,-8.244259,-3.3813272
lbp_P209_L_CM_CC.jpg,11.133228,20.123869
lbp_P209_L_CM_MLO.jpg,27.674225,4.654622
lbp_P209_R_CM_CC.jpg,17.474398,-25.938297
lbp_P209_R_CM_MLO.jpg,11.795729,-24.928709
lbp_P20_R_CM_CC.jpg,-1.3862004,-6.280141
lbp_P20_R_CM_MLO.jpg,17.390028,22.368542
lbp_P210_L_CM_CC.jpg,21.514158,20.179522
lbp_P210_L_CM_MLO.jpg,16.06385,1.3604466
lbp_P211_L_CM_CC.jpg,2.836364,-10.815734
lbp_P211_L_CM_MLO.jpg,-21.116861,7.468956
lbp_P211_R_CM_CC.jpg,0.9437339,18.414816
lbp_P211_R_CM_MLO.jpg,-15.547308,-8.702719
lbp_P212_L_CM_CC.jpg,30.42619,-0.034437634
lbp_P212_L_CM_MLO.jpg,-6.1541743,-23.236212
lbp_P212_R_CM_CC.jpg,-7.9730396,15.957821
lbp_P212_R_CM_MLO.jpg,6.5035233,2.3032131
lbp_P213_L_CM_CC.jpg,-8.038528,-12.142031
lbp_P213_L_CM_MLO.jpg,-23.553667,-3.8275378
lbp_P213_R_CM_CC.jpg,17.904669,-15.857975
lbp_P213_R_CM_MLO.jpg,-2.2805746,1.1671977
lbp_P214_L_CM_CC.jpg,-12.81907,-10.924063
lbp_P214_L_CM_MLO.jpg,-8.191083,15.517857
lbp_P214_R_CM_CC.jpg,20.329662,13.708026
lbp_P214_R_CM_MLO.jpg,3.2823334,23.489538
lbp_P215_L_CM_CC.jpg,15.591873,18.259933
lbp_P215_R_CM_CC.jpg,5.437548,7.8140297
lbp_P215_R_CM_MLO.jpg,0.95100546,-6.7376504
lbp_P216_L_CM_CC.jpg,-23.347786,-13.988272
lbp_P216_L_CM_MLO.jpg,19.460732,-10.280413
lbp_P216_R_CM_CC.jpg,21.654612,25.720287
lbp_P216_R_CM_MLO.jpg,29.071404,10.416739
lbp_P217_L_CM_CC.jpg,26.635218,21.461308
lbp_P217_L_CM_MLO.jpg,27.082438,1.5526382
lbp_P218_L_CM_MLO.jpg,-21.753523,4.850013
lbp_P218_R_CM_CC.jpg,-4.788678,9.021537
lbp_P219_L_CM_MLO.jpg,-17.834959,7.6650853
lbp_P21_L_CM_CC.jpg,-5.4375434,-16.479334
lbp_P21_L_CM_MLO.jpg,4.9152513,3.5502412
lbp_P21_R_CM_CC.jpg,-14.99039,-11.666103
lbp_P21_R_CM_MLO.jpg,-9.340737,-10.648964
lbp_P220_L_CM_CC.jpg,20.439955,12.442533
lbp_P220_L_CM_MLO.jpg,6.904696,-21.626633
lbp_P220_R_CM_CC.jpg,13.289764,-20.98426
lbp_P220_R_CM_MLO.jpg,10.51084,9.050539
lbp_P221_L_CM_CC.jpg,-8.350932,-14.290773
lbp_P222_L_CM_CC.jpg,21.64585,1.5521506
lbp_P223_L_CM_CC.jpg,-17.752869,-14.188767
lbp_P223_L_CM_MLO.jpg,7.160921,-21.92658
lbp_P223_R_CM_MLO.jpg,25.246181,5.2184243
lbp_P224_L_CM_CC.jpg,-12.009922,5.4785767
lbp_P225_L_CM_CC.jpg,-25.00611,4.1154065
lbp_P225_L_CM_MLO.jpg,-13.903861,-23.688747
lbp_P225_R_CM_CC.jpg,-3.8608725,18.034986
lbp_P225_R_CM_MLO.jpg,5.8383255,-5.249915
lbp_P226_L_CM_CC.jpg,15.169064,-24.40593
lbp_P226_L_CM_MLO.jpg,-7.1173153,4.002721
lbp_P226_R_CM_CC.jpg,9.547826,-27.487335
lbp_P226_R_CM_MLO.jpg,2.6718678,26.524073
lbp_P227_L_CM_CC.jpg,24.927156,7.481783
lbp_P227_L_CM_MLO.jpg,-20.349092,-4.4672704
lbp_P227_R_CM_CC.jpg,-3.3264947,-9.604274
lbp_P227_R_CM_MLO.jpg,1.9222771,7.46373
lbp_P228_L_CM_CC.jpg,-11.001098,-17.636326
lbp_P228_L_CM_MLO.jpg,35.766712,5.397765
lbp_P228_R_CM_CC.jpg,-18.964268,-23.03812
lbp_P228_R_CM_MLO.jpg,-10.952085,19.955345
lbp_P229_R_CM_MLO.jpg,6.437465,6.7201333
lbp_P22_L_CM_CC.jpg,-9.124526,15.347833
lbp_P230_L_CM_CC.jpg,-64.18073,2.2410846
lbp_P230_L_CM_MLO.jpg,-65.50692,3.7891278
lbp_P230_R_CM_CC.jpg,-59.126118,0.5564958
lbp_P230_R_CM_MLO.jpg,-58.22528,2.3460033
lbp_P231_R_CM_MLO.jpg,-9.407283,25.477034
lbp_P232_L_CM_CC.jpg,-9.905853,-10.21063
lbp_P232_L_CM_MLO.jpg,-13.271042,-6.02558
lbp_P232_R_CM_CC.jpg,-16.052963,-4.447546
lbp_P232_R_CM_MLO.jpg,5.5372257,27.397364
lbp_P233_L_CM_CC.jpg,-7.793781,-12.307947
lbp_P233_L_CM_MLO.jpg,22.602419,10.205263
lbp_P233_R_CM_CC.jpg,-6.974446,20.712742
lbp_P233_R_CM_MLO.jpg,9.794872,9.208309
lbp_P234_L_CM_CC.jpg,1.1260829,-6.070727
lbp_P235_L_CM_CC.jpg,-61.115868,4.0720835
lbp_P235_L_CM_MLO.jpg,-63.17125,3.9261963
lbp_P235_R_CM_CC.jpg,-61.873943,0.55365837
lbp_P235_R_CM_MLO.jpg,-63.745884,5.1265216
lbp_P236_L_CM_CC.jpg,10.263313,-4.932273
lbp_P236_L_CM_MLO.jpg,-20.293175,-3.2290137
lbp_P236_R_CM_CC.jpg,-10.447346,-8.395409
lbp_P236_R_CM_MLO.jpg,3.4078348,16.5243
lbp_P237_L_CM_CC.jpg,4.7523055,4.707833
lbp_P237_L_CM_MLO.jpg,9.626351,4.798833
lbp_P237_R_CM_CC.jpg,5.9044766,-4.1492167
lbp_P237_R_CM_MLO.jpg,8.136935,-1.7830496
lbp_P238_L_CM_CC.jpg,-11.509026,6.2344403
lbp_P238_L_CM_MLO.jpg,6.308646,19.421907
lbp_P238_R_CM_CC.jpg,5.777917,-16.354937
lbp_P238_R_CM_MLO.jpg,-3.3577988,-21.020231
lbp_P239_L_CM_CC.jpg,-0.2352165,5.3616695
lbp_P239_L_CM_MLO.jpg,25.4434,18.974968
lbp_P239_R_CM_CC.jpg,-20.38325,10.628839
lbp_P239_R_CM_MLO.jpg,17.490944,8.2453575
lbp_P23_R_CM_CC.jpg,6.4544096,-18.626408
lbp_P240_R_CM_MLO.jpg,1.5247957,-5.43833
lbp_P241_L_CM_CC.jpg,38.430653,5.0950036
lbp_P241_R_CM_CC.jpg,0.50477195,7.0873604
lbp_P242_L_CM_CC.jpg,17.003893,-20.926039
lbp_P242_R_CM_MLO.jpg,-20.323792,0.086029485
lbp_P243_L_CM_CC.jpg,34.22031,5.1019464
lbp_P243_L_CM_MLO.jpg,11.360868,-15.095558
lbp_P243_R_CM_CC.jpg,-5.8220816,-27.286795
lbp_P243_R_CM_MLO.jpg,-9.669447,-24.55779
